+0 : No exe options
+1 : Increases acquisition rate of Zen after Hunting monster +40%
+2 : Defence success rate +10%
+4 : Reflect damage +5%
+8 : Damage decrease +4%
+16 : Increase Max mana +4%
+32 : Increase Max HP +4%
+63 : To all the above listed options

Command/Group/Item ID/Options/    Name     
/item 11 36 0 0 0 0 0 0 0 0    Iris Boots
/item 11 37 0 0 0 0 0 0 0 0    Valiant Boots
/item 11 38 0 0 0 0 0 0 0 0    Glorious Boots
/item 11 39 0 0 0 0 0 0 0 0    Violent Wind Boots
/item 11 40 0 0 0 0 0 0 0 0    Red Wing Boots
/item 11 41 0 0 0 0 0 0 0 0    Ancient Boots
/item 11 42 0 0 0 0 0 0 0 0    Demonic Boots
/item 11 43 0 0 0 0 0 0 0 0    Storm Blitz Boots
/item 11 45 0 0 0 0 0 0 0 0    Titan Boots
/item 11 46 0 0 0 0 0 0 0 0    Brave Boots
/item 11 47 0 0 0 0 0 0 0 0    Phantom Boots
/item 11 48 0 0 0 0 0 0 0 0    Destroy Boots
/item 11 49 0 0 0 0 0 0 0 0    Seraphim Boots
/item 11 50 0 0 0 0 0 0 0 0    Divine Boots
/item 11 51 0 0 0 0 0 0 0 0    Royal Boots
/item 11 52 0 0 0 0 0 0 0 0    Hades Boots
/item 11 59 0 0 0 0 0 0 0 0    Sacred Boots
/item 11 60 0 0 0 0 0 0 0 0    Storm Hard Boots
/item 11 61 0 0 0 0 0 0 0 0    Piercing Boots
/item 11 62 0 0 0 0 0 0 0 0    Boots 62
/item 11 63 0 0 0 0 0 0 0 0    Boots 63
/item 11 64 0 0 0 0 0 0 0 0    Boots 64
/item 11 65 0 0 0 0 0 0 0 0    Boots 65
/item 11 66 0 0 0 0 0 0 0 0    Boots 66
/item 11 67 0 0 0 0 0 0 0 0    Boots 67
/item 11 68 0 0 0 0 0 0 0 0    Boots 68
/item 11 69 0 0 0 0 0 0 0 0    Boots 69
/item 11 70 0 0 0 0 0 0 0 0    Boots 70
/item 11 71 0 0 0 0 0 0 0 0    Boots 71
/item 11 72 0 0 0 0 0 0 0 0    Boots 72
Wings/Consumables    
/item 12 0 0 0 0 0 0 0 0 0     Wings of Elf
/item 12 1 0 0 0 0 0 0 0 0    Wings of Heaven
/item 12 2 0 0 0 0 0 0 0 0    Wings of Satan
/item 12 3 0 0 0 0 0 0 0 0    Wings of Spirits
/item 12 4 0 0 0 0 0 0 0 0    Wings of Soul
/item 12 5 0 0 0 0 0 0 0 0    Wings of Dragon
/item 12 6 0 0 0 0 0 0 0 0    Wings of Darkness
/item 12 7 0 0 0 0 0 0 0 0    Orb of Twisting Slash
/item 12 8 0 0 0 0 0 0 0 0    Healing Orb
/item 12 9 0 0 0 0 0 0 0 0    Orb of Greater Fortitude
/item 12 10 0 0 0 0 0 0 0 0    Orb of Greater Damage
/item 12 11 0 0 0 0 0 0 0 0    Orb of Summoning
/item 12 12 0 0 0 0 0 0 0 0    Orb of Rageful Blow
/item 12 13 0 0 0 0 0 0 0 0    Orb of Impale
/item 12 14 0 0 0 0 0 0 0 0    Orb of Greater Fortitude
/item 12 15 0 0 0 0 0 0 0 0    Jewel of Chaos
/item 12 16 0 0 0 0 0 0 0 0    Orb of Fire Slash
/item 12 17 0 0 0 0 0 0 0 0    Orb of Penetration
/item 12 18 0 0 0 0 0 0 0 0    Orb of Ice Arrow
/item 12 19 0 0 0 0 0 0 0 0    Orb of Death Stab
/item 12 21 0 0 0 0 0 0 0 0    Scroll of FireBurst
/item 12 22 0 0 0 0 0 0 0 0    Scroll of Summon
/item 12 23 0 0 0 0 0 0 0 0    Scroll of Critical Damage
/item 12 24 0 0 0 0 0 0 0 0    Scroll of Electric Spark
/item 12 26 0 0 0 0 0 0 0 0    gem of secret
/item 12 30 0 0 0 0 0 0 0 0    bundle of Jewel of Bless
/item 12 31 0 0 0 0 0 0 0 0    budle of Jewel of Soul
/item 12 32 0 0 0 0 0 0 0 0    box of red ribbon
/item 12 33 0 0 0 0 0 0 0 0    box of green ribbon
/item 12 34 0 0 0 0 0 0 0 0    box of blue ribbon
/item 12 35 0 0 0 0 0 0 0 0    Scroll of Fire Scream
/item 12 36 0 0 0 0 0 0 0 0    Wing of Storm
/item 12 37 0 0 0 0 0 0 0 0    Wing of Eternal
/item 12 38 0 0 0 0 0 0 0 0    Wing of Illusion
/item 12 39 0 0 0 0 0 0 0 0    Wing of Ruin
/item 12 40 0 0 0 0 0 0 0 0    Cape of Emperor
/item 12 41 0 0 0 0 0 0 0 0    Wing of Curse
/item 12 42 0 0 0 0 0 0 0 0    Wind of Despair
/item 12 43 0 0 0 0 0 0 0 0    Wing of Dimension
/item 12 44 0 0 0 0 0 0 0 0    Crystal of Destruction
/item 12 45 0 0 0 0 0 0 0 0    Crystal of Multi-Shot
/item 12 46 0 0 0 0 0 0 0 0    Crystal of Recovery
/item 12 47 0 0 0 0 0 0 0 0    Crystal of Flame Strike
/item 12 48 0 0 0 0 0 0 0 0    Scroll of Chaotic Diseier
/item 12 49 0 0 0 0 0 0 0 0    Cloak of Warrior
/item 12 50 0 0 0 0 0 0 0 0    Lord of the Cape
/item 12 60 0 0 0 0 0 0 0 0    Seed (Fire)
/item 12 61 0 0 0 0 0 0 0 0    Seed (Water)
/item 12 62 0 0 0 0 0 0 0 0    Seed (Ice)
/item 12 63 0 0 0 0 0 0 0 0    Seed (Wind)
/item 12 64 0 0 0 0 0 0 0 0    Seed (Lightning)
/item 12 65 0 0 0 0 0 0 0 0    Seed (Earth)
/item 12 70 0 0 0 0 0 0 0 0    Sphere (Mono)
/item 12 71 0 0 0 0 0 0 0 0    스피어(디)
/item 12 72 0 0 0 0 0 0 0 0    스피어(트리)
/item 12 100 0 0 0 0 0 0 0 0    Seed Sphere (Fire)
/item 12 101 0 0 0 0 0 0 0 0    Seed Sphere (Water)
/item 12 102 0 0 0 0 0 0 0 0    Seed Sphere (Ice)
/item 12 103 0 0 0 0 0 0 0 0    Seed Sphere (Wind)
/item 12 104 0 0 0 0 0 0 0 0    Seed Sphere (Lightning)
/item 12 105 0 0 0 0 0 0 0 0    Seed Sphere (Earth)
/item 12 106 0 0 0 0 0 0 0 0    Seed Sphere (Fire)
/item 12 107 0 0 0 0 0 0 0 0    Seed Sphere (Water)
/item 12 108 0 0 0 0 0 0 0 0    Seed Sphere (Ice)
/item 12 109 0 0 0 0 0 0 0 0    Seed Sphere (Wind)
/item 12 110 0 0 0 0 0 0 0 0    Seed Sphere (Lightning)
/item 12 111 0 0 0 0 0 0 0 0    Seed Sphere (Earth)
/item 12 112 0 0 0 0 0 0 0 0    Seed Sphere (Fire)
/item 12 113 0 0 0 0 0 0 0 0    Seed Sphere (Water)
/item 12 114 0 0 0 0 0 0 0 0    Seed Sphere (Ice)
/item 12 115 0 0 0 0 0 0 0 0    Seed Sphere (Wind)
/item 12 116 0 0 0 0 0 0 0 0    Seed Sphere (Lightning)
/item 12 117 0 0 0 0 0 0 0 0    Seed Sphere (Earth)
/item 12 118 0 0 0 0 0 0 0 0    Seed Sphere (Fire)
/item 12 119 0 0 0 0 0 0 0 0    Seed Sphere (Water)
/item 12 120 0 0 0 0 0 0 0 0    Seed Sphere (Ice)
/item 12 121 0 0 0 0 0 0 0 0    Seed Sphere (Wind)
/item 12 122 0 0 0 0 0 0 0 0    Seed Sphere (Lightning)
/item 12 123 0 0 0 0 0 0 0 0    Seed Sphere (Earth)
/item 12 124 0 0 0 0 0 0 0 0    Seed Sphere (Fire)
/item 12 125 0 0 0 0 0 0 0 0    Seed Sphere (Water)
/item 12 126 0 0 0 0 0 0 0 0    Seed Sphere (Ice)
/item 12 127 0 0 0 0 0 0 0 0    Seed Sphere (Wind)
/item 12 128 0 0 0 0 0 0 0 0    Seed Sphere (Lightning)
/item 12 129 0 0 0 0 0 0 0 0    Seed Sphere (Earth)
/item 12 130 0 0 0 0 0 0 0 0    Small Cape of Lords
/item 12 131 0 0 0 0 0 0 0 0    Small Wings of Curse
/item 12 132 0 0 0 0 0 0 0 0    Small Wings of Elf
/item 12 133 0 0 0 0 0 0 0 0    Small Wings of Heaven
/item 12 134 0 0 0 0 0 0 0 0    Small Wings of Satan
/item 12 135 0 0 0 0 0 0 0 0    Small Cloak of Warrior
    
/item 13 0 0 0 0 0 0 0 0 0     Guardian Angel
/item 13 1 0 0 0 0 0 0 0 0    Imp
/item 13 2 0 0 0 0 0 0 0 0    Horn of Uniria
/item 13 3 0 0 0 0 0 0 0 0    Horn of Dinorant
/item 13 4 0 0 0 0 0 0 0 0    Dark Horse
/item 13 5 0 0 0 0 0 0 0 0    Dark Raven
/item 13 7 0 0 0 0 0 0 0 0    Contract (Summon)
/item 13 8 0 0 0 0 0 0 0 0    Ring of Ice
/item 13 9 0 0 0 0 0 0 0 0    Ring of Poison
/item 13 10 0 0 0 0 0 0 0 0    Transformation Ring
/item 13 11 0 0 0 0 0 0 0 0    Order (Guardian/Life Stone)
/item 13 12 0 0 0 0 0 0 0 0    Pendant of Lighting
/item 13 13 0 0 0 0 0 0 0 0    Pendant of Fire
/item 13 14 0 0 0 0 0 0 0 0    Loch's Feather
/item 13 15 0 0 0 0 0 0 0 0    Fruits
/item 13 16 0 0 0 0 0 0 0 0    Scroll of Archangel
/item 13 17 0 0 0 0 0 0 0 0    Blood Bone
/item 13 18 0 0 0 0 0 0 0 0    Invisibility Cloak
/item 13 19 0 0 0 0 0 0 0 0    Absolute Weapon of Archangel
/item 13 20 0 0 0 0 0 0 0 0    Wizards Ring
/item 13 21 0 0 0 0 0 0 0 0    Ring of Fire
/item 13 22 0 0 0 0 0 0 0 0    Ring of Earth
/item 13 23 0 0 0 0 0 0 0 0    Ring of Wind
/item 13 24 0 0 0 0 0 0 0 0    Ring of Magic
/item 13 25 0 0 0 0 0 0 0 0    Pendant of Ice
/item 13 26 0 0 0 0 0 0 0 0    Pendant of Wind
/item 13 27 0 0 0 0 0 0 0 0    Pendant of Water
/item 13 28 0 0 0 0 0 0 0 0    Pendant of Ability
/item 13 29 0 0 0 0 0 0 0 0    Armor of Guardsman
/item 13 30 0 0 0 0 0 0 0 0    Cape of Lord
/item 13 31 0 0 0 0 0 0 0 0    Spirit
/item 13 32 0 0 0 0 0 0 0 0    Splinter of Armor
/item 13 33 0 0 0 0 0 0 0 0    Bless of Guardian
/item 13 34 0 0 0 0 0 0 0 0    Claw of Beast
/item 13 35 0 0 0 0 0 0 0 0    Fragment of Horn
/item 13 36 0 0 0 0 0 0 0 0    Broken Horn
/item 13 37 0 0 0 0 0 0 0 0    Horn of Fenrir
/item 13 38 0 0 0 0 0 0 0 0    Moonstone Pendant
/item 13 39 0 0 0 0 0 0 0 0    Eilte Transfer Skeleton Ring
/item 13 40 0 0 0 0 0 0 0 0    Jack Olantern Ring
/item 13 41 0 0 0 0 0 0 0 0    Transfer Christmas Ring
/item 13 42 0 0 0 0 0 0 0 0    Ring of GM
/item 13 43 0 0 0 0 0 0 0 0    Seal of Ascension
/item 13 44 0 0 0 0 0 0 0 0    Seal of Wealth
/item 13 45 0 0 0 0 0 0 0 0    Seal of Sustenance
/item 13 46 0 0 0 0 0 0 0 0    Devil Square Ticket
/item 13 47 0 0 0 0 0 0 0 0    Blood Castle Ticket
/item 13 48 0 0 0 0 0 0 0 0    Kalima Ticket
/item 13 49 0 0 0 0 0 0 0 0    Old Scroll
/item 13 50 0 0 0 0 0 0 0 0    Illusion Sorcerer Covenant
/item 13 51 0 0 0 0 0 0 0 0    Scroll of Blood
/item 13 52 0 0 0 0 0 0 0 0    Condor Flame
/item 13 53 0 0 0 0 0 0 0 0    Condor Feather
/item 13 54 0 0 0 0 0 0 0 0    Reset Fruit Strength
/item 13 55 0 0 0 0 0 0 0 0    Reset Fruit Quickness
/item 13 56 0 0 0 0 0 0 0 0    Reset Fruit Health
/item 13 57 0 0 0 0 0 0 0 0    Reset Fruit Energy
/item 13 58 0 0 0 0 0 0 0 0    Reset Fruit Control
/item 13 59 0 0 0 0 0 0 0 0    Seal of Mobility
/item 13 60 0 0 0 0 0 0 0 0    Indulgence
/item 13 61 0 0 0 0 0 0 0 0    Illusion Temple Ticket
/item 13 62 0 0 0 0 0 0 0 0    Seal of Healing
/item 13 63 0 0 0 0 0 0 0 0    Seal of Divinity
/item 13 64 0 0 0 0 0 0 0 0    Demon
/item 13 65 0 0 0 0 0 0 0 0    Spirit of Guardian
/item 13 66 0 0 0 0 0 0 0 0    Invitation to Santa Village
/item 13 67 0 0 0 0 0 0 0 0    Pet Rudolf
/item 13 68 0 0 0 0 0 0 0 0    Snowman Transformation Ring
/item 13 69 0 0 0 0 0 0 0 0    Talisman of Resurrection
/item 13 70 0 0 0 0 0 0 0 0    Talisman of Mobility
/item 13 71 0 0 0 0 0 0 0 0    Sword/Mace/Spear
/item 13 72 0 0 0 0 0 0 0 0    Staff
/item 13 73 0 0 0 0 0 0 0 0    Bow/Crossbow
/item 13 74 0 0 0 0 0 0 0 0    Scepter
/item 13 75 0 0 0 0 0 0 0 0    Stick
/item 13 76 0 0 0 0 0 0 0 0    Panda Ring
/item 13 80 0 0 0 0 0 0 0 0    Pet Panda
/item 13 81 0 0 0 0 0 0 0 0    Talisman of Guardian
/item 13 82 0 0 0 0 0 0 0 0    Talisman of Item Protection
/item 13 93 0 0 0 0 0 0 0 0    Master Seal of Ascension
/item 13 94 0 0 0 0 0 0 0 0    Master Seal of Wealth
/item 13 95 0 0 0 0 0 0 0 0    Gladiator's Honor
/item 13 97 0 0 0 0 0 0 0 0    Item 13-97
/item 13 98 0 0 0 0 0 0 0 0    Item 13-98
/item 13 99 0 0 0 0 0 0 0 0    Item 13-99
/item 13 109 0 0 0 0 0 0 0 0    Item 13-109
/item 13 110 0 0 0 0 0 0 0 0    Item 13-110
/item 13 111 0 0 0 0 0 0 0 0    Item 13-111
/item 13 112 0 0 0 0 0 0 0 0    Item 13-112
/item 13 113 0 0 0 0 0 0 0 0    Item 13-113
/item 13 114 0 0 0 0 0 0 0 0    Item 13-114
/item 13 115 0 0 0 0 0 0 0 0    Item 13-115
/item 13 116 0 0 0 0 0 0 0 0    Item 13-116
/item 13 117 0 0 0 0 0 0 0 0    Item 13-117
/item 13 118 0 0 0 0 0 0 0 0    Item 13-118
/item 13 119 0 0 0 0 0 0 0 0    Item 13-119
/item 13 120 0 0 0 0 0 0 0 0    Item 13-120
/item 13 121 0 0 0 0 0 0 0 0    Item 13-121
/item 13 122 0 0 0 0 0 0 0 0    Skeleton Transformation Ring
/item 13 123 0 0 0 0 0 0 0 0    Pet Skeleton
/item 13 128 0 0 0 0 0 0 0 0    Item 13-128
/item 13 129 0 0 0 0 0 0 0 0    Item 13-129
/item 13 130 0 0 0 0 0 0 0 0    Item 13-130
/item 13 131 0 0 0 0 0 0 0 0    Item 13-131
/item 13 132 0 0 0 0 0 0 0 0    Item 13-132
/item 13 133 0 0 0 0 0 0 0 0    Item 13-133
/item 13 134 0 0 0 0 0 0 0 0    Item 13-134
/item 13 135 0 0 0 0 0 0 0 0    Item 13-135
/item 13 136 0 0 0 0 0 0 0 0    Item 13-136
/item 13 137 0 0 0 0 0 0 0 0    Item 13-137
/item 13 138 0 0 0 0 0 0 0 0    Item 13-138
/item 13 139 0 0 0 0 0 0 0 0    Item 13-139
/item 13 140 0 0 0 0 0 0 0 0    Item 13-140
/item 13 141 0 0 0 0 0 0 0 0    Item 13-141
/item 13 142 0 0 0 0 0 0 0 0    Item 13-142
/item 13 143 0 0 0 0 0 0 0 0    Item 13-143
/item 13 144 0 0 0 0 0 0 0 0    Item 13-144
    
/item 14 0 0 0 0 0 0 0 0 0     Apple
/item 14 1 0 0 0 0 0 0 0 0    Small Healing Potion
/item 14 2 0 0 0 0 0 0 0 0    Healing Potion
/item 14 3 0 0 0 0 0 0 0 0    Large Healing Potion
/item 14 4 0 0 0 0 0 0 0 0    Small Mana Potion
/item 14 5 0 0 0 0 0 0 0 0    Mana Potion
/item 14 6 0 0 0 0 0 0 0 0    Large Mana Potion
/item 14 7 0 0 0 0 0 0 0 0    Siege Potion
/item 14 8 0 0 0 0 0 0 0 0    Antidote
/item 14 9 0 0 0 0 0 0 0 0    Ale
/item 14 10 0 0 0 0 0 0 0 0    Town Portal Scroll
/item 14 11 0 0 0 0 0 0 0 0    Box of Luck
/item 14 12 0 0 0 0 0 0 0 0    Heart
/item 14 13 0 0 0 0 0 0 0 0    Jewel of Bless
/item 14 14 0 0 0 0 0 0 0 0    Jewel of Soul
/item 14 15 0 0 0 0 0 0 0 0    Zen
/item 14 16 0 0 0 0 0 0 0 0    Jewel of Life
/item 14 17 0 0 0 0 0 0 0 0    Devil's Eye
/item 14 18 0 0 0 0 0 0 0 0    Devil's Key
/item 14 19 0 0 0 0 0 0 0 0    Devil's Invitation
/item 14 20 0 0 0 0 0 0 0 0    Remedy of Love
/item 14 21 0 0 0 0 0 0 0 0    Rena
/item 14 22 0 0 0 0 0 0 0 0    Jewel of Creation
/item 14 23 0 0 0 0 0 0 0 0    Scroll of the Emperor
/item 14 24 0 0 0 0 0 0 0 0    Broken Sword
/item 14 25 0 0 0 0 0 0 0 0    Tear of Elf
/item 14 26 0 0 0 0 0 0 0 0    Soul Shard of Wizard
/item 14 28 0 0 0 0 0 0 0 0    Lost Map
/item 14 29 0 0 0 0 0 0 0 0    Symbol of Kundun
/item 14 31 0 0 0 0 0 0 0 0    Jewel of Guardian
/item 14 32 0 0 0 0 0 0 0 0    Pink Chocolate Box
/item 14 33 0 0 0 0 0 0 0 0    Red Chocolate Box
/item 14 34 0 0 0 0 0 0 0 0    Blue Chocolate Box
/item 14 35 0 0 0 0 0 0 0 0    Small SD Potion
/item 14 36 0 0 0 0 0 0 0 0    SD Potion
/item 14 37 0 0 0 0 0 0 0 0    Large SD Potion
/item 14 38 0 0 0 0 0 0 0 0    Small Complex Potion
/item 14 39 0 0 0 0 0 0 0 0    Complex Potion
/item 14 40 0 0 0 0 0 0 0 0    Large Complex Potion
/item 14 41 0 0 0 0 0 0 0 0    Gemstone
/item 14 42 0 0 0 0 0 0 0 0    Jewel of Harmony
/item 14 43 0 0 0 0 0 0 0 0    Lower refining stone
/item 14 44 0 0 0 0 0 0 0 0    Higher refining stone
/item 14 45 0 0 0 0 0 0 0 0    Pumpkin of Luck
/item 14 46 0 0 0 0 0 0 0 0    Jack Olantern Bleesings
/item 14 47 0 0 0 0 0 0 0 0    Jack Olantern Wrath
/item 14 48 0 0 0 0 0 0 0 0    Jack Olantern Cry
/item 14 49 0 0 0 0 0 0 0 0    Jack Olantern Food
/item 14 50 0 0 0 0 0 0 0 0    Jack Olantern Drink
/item 14 51 0 0 0 0 0 0 0 0    Chistmas Star
/item 14 52 0 0 0 0 0 0 0 0    GM Gift
/item 14 53 0 0 0 0 0 0 0 0    Talisman of Luck
/item 14 54 0 0 0 0 0 0 0 0    Chaos Card
/item 14 55 0 0 0 0 0 0 0 0    Green Chaos Box
/item 14 56 0 0 0 0 0 0 0 0    Red Chaos Box
/item 14 57 0 0 0 0 0 0 0 0    Purple Chaos Box
/item 14 63 0 0 0 0 0 0 0 0    Firecracker
/item 14 64 0 0 0 0 0 0 0 0    Cursed Castle Water
/item 14 65 0 0 0 0 0 0 0 0    Death-beam Knight Flame
/item 14 66 0 0 0 0 0 0 0 0    Hell-Miner Horn
/item 14 67 0 0 0 0 0 0 0 0    Dark Phoenix Feather
/item 14 68 0 0 0 0 0 0 0 0    Abyssal Eye
/item 14 70 15 0 0 0 0 0 0 0    Elite Healing Potion
/item 14 71 10 0 0 0 0 0 0 0    Elite Mana Potion
/item 14 72 0 0 0 0 0 0 0 0    Scroll of Quickness
/item 14 73 0 0 0 0 0 0 0 0    Scroll of Defense
/item 14 74 0 0 0 0 0 0 0 0    Scroll of Wrath
/item 14 75 0 0 0 0 0 0 0 0    Scroll of Wizardry
/item 14 76 0 0 0 0 0 0 0 0    Scroll of Health
/item 14 77 0 0 0 0 0 0 0 0    Scroll of Mana
/item 14 84 0 0 0 0 0 0 0 0    Cherry Blossom Play-Box
/item 14 85 0 0 0 0 0 0 0 0    Cherry Blossom Wine
/item 14 86 0 0 0 0 0 0 0 0    Cherry Blossom Rice Cake
/item 14 87 0 0 0 0 0 0 0 0    Cherry Blossom Flower Petal
/item 14 90 0 0 0 0 0 0 0 0    Golden Cherry Blossom Branch
/item 14 96 0 0 0 0 0 0 0 0    Talisman of Chaos Assembly
/item 14 97 0 0 0 0 0 0 0 0    Scroll of Battle
/item 14 98 0 0 0 0 0 0 0 0    Scroll of Strengthener
/item 14 99 0 0 0 0 0 0 0 0    Christmas Firecracker
/item 14 100 0 0 0 0 0 0 0 0    Lucky Coin
/item 14 101 0 0 0 0 0 0 0 0    Suspicious Scrap of Paper
/item 14 102 0 0 0 0 0 0 0 0    Gaion's Order
/item 14 103 0 0 0 0 0 0 0 0    First Secromicon Fragment
/item 14 104 0 0 0 0 0 0 0 0    Second Secromicon Fragment
/item 14 105 0 0 0 0 0 0 0 0    Third Secromicon Fragment
/item 14 106 0 0 0 0 0 0 0 0    Fourth Secromicon Fragment
/item 14 107 0 0 0 0 0 0 0 0    Fifth Secromicon Fragment
/item 14 108 0 0 0 0 0 0 0 0    Sixth Secromicon Fragment
/item 14 109 0 0 0 0 0 0 0 0    Complete Secromicon
/item 14 110 0 0 0 0 0 0 0 0    Sign of Dimensions
/item 14 111 0 0 0 0 0 0 0 0    Mirror of Dimensions
/item 14 112 0 0 0 0 0 0 0 0    Silver Key
/item 14 113 0 0 0 0 0 0 0 0    Gold Key
/item 14 114 0 0 0 0 0 0 0 0    Master Skill Reset
/item 14 115 0 0 0 0 0 0 0 0    Item 14-115
/item 14 116 0 0 0 0 0 0 0 0    Item 14-116
/item 14 117 0 0 0 0 0 0 0 0    Item 14-117
/item 14 118 0 0 0 0 0 0 0 0    Item 14-118
/item 14 119 0 0 0 0 0 0 0 0    Item 14-119
/item 14 120 0 0 0 0 0 0 0 0    Item 14-120
/item 14 121 0 0 0 0 0 0 0 0    Item 14-121
/item 14 122 0 0 0 0 0 0 0 0    Item 14-122
/item 14 123 0 0 0 0 0 0 0 0    Item 14-123
/item 14 124 0 0 0 0 0 0 0 0    Item 14-124
/item 14 125 0 0 0 0 0 0 0 0    Item 14-125
/item 14 126 0 0 0 0 0 0 0 0    Item 14-126
/item 14 127 0 0 0 0 0 0 0 0    Item 14-127
/item 14 128 0 0 0 0 0 0 0 0    Item 14-128
/item 14 129 0 0 0 0 0 0 0 0    Item 14-129
/item 14 130 0 0 0 0 0 0 0 0    Item 14-130
/item 14 131 0 0 0 0 0 0 0 0    Item 14-131
/item 14 132 0 0 0 0 0 0 0 0    Item 14-132
/item 14 133 0 0 0 0 0 0 0 0    Item 14-133
/item 14 134 0 0 0 0 0 0 0 0    Item 14-134
/item 14 135 0 0 0 0 0 0 0 0    Item 14-135
/item 14 136 0 0 0 0 0 0 0 0    Item 14-136
/item 14 137 0 0 0 0 0 0 0 0    Item 14-137
/item 14 138 0 0 0 0 0 0 0 0    Item 14-138
/item 14 139 0 0 0 0 0 0 0 0    Item 14-139
/item 14 140 0 0 0 0 0 0 0 0    Item 14-140
/item 14 141 0 0 0 0 0 0 0 0    Item 14-141
/item 14 142 0 0 0 0 0 0 0 0    Item 14-142
/item 14 143 0 0 0 0 0 0 0 0    Item 14-143
/item 14 144 0 0 0 0 0 0 0 0    Item 14-144
/item 14 151 0 0 0 0 0 0 0 0    Item 14-151
/item 14 152 0 0 0 0 0 0 0 0    Item 14-152
/item 14 153 0 0 0 0 0 0 0 0    Item 14-153
/item 14 154 0 0 0 0 0 0 0 0    Item 14-154
/item 14 155 0 0 0 0 0 0 0 0    Item 14-155
/item 14 156 0 0 0 0 0 0 0 0    Item 14-156
/item 14 157 0 0 0 0 0 0 0 0    Item 14-157
/item 14 158 0 0 0 0 0 0 0 0    Item 14-158
/item 14 159 0 0 0 0 0 0 0 0    Item 14-159
/item 14 160 0 0 0 0 0 0 0 0    Item 14-160
/item 14 161 0 0 0 0 0 0 0 0    Item 14-161
    
/item 15 0 0 0 0 0 0 0 0 0     Scroll of Poison
/item 15 1 0 0 0 0 0 0 0 0    Scroll of Meteorite
/item 15 2 0 0 0 0 0 0 0 0    Scroll of Lighting
/item 15 3 0 0 0 0 0 0 0 0    Scroll of Fire Ball
/item 15 4 0 0 0 0 0 0 0 0    Scroll of Flame
/item 15 5 0 0 0 0 0 0 0 0    Scroll of Teleport
/item 15 6 0 0 0 0 0 0 0 0    Scroll of Ice
/item 15 7 0 0 0 0 0 0 0 0    Scroll of Twister
/item 15 8 0 0 0 0 0 0 0 0    Scroll of Evil Spirit
/item 15 9 0 0 0 0 0 0 0 0    Scroll of Hellfire
/item 15 10 0 0 0 0 0 0 0 0    Scroll of Power Wave
/item 15 11 0 0 0 0 0 0 0 0    Scroll of Aqua Beam
/item 15 12 0 0 0 0 0 0 0 0    Scroll of Cometfall
/item 15 13 0 0 0 0 0 0 0 0    Scroll of Inferno
/item 15 14 0 0 0 0 0 0 0 0    Scroll of Teleport Ally
/item 15 15 0 0 0 0 0 0 0 0    Scroll of Soul Barrier
/item 15 16 0 0 0 0 0 0 0 0    Scroll of Decay
/item 15 17 0 0 0 0 0 0 0 0    Scroll of Ice Storm
/item 15 18 0 0 0 0 0 0 0 0    Scroll of Nova
/item 15 19 0 0 0 0 0 0 0 0    Chain Lightning Parchment
/item 15 20 0 0 0 0 0 0 0 0    Drain Life Parchment
/item 15 21 0 0 0 0 0 0 0 0    Lightning Shock Parchment
/item 15 22 0 0 0 0 0 0 0 0    Damage Reflection Parchment
/item 15 23 0 0 0 0 0 0 0 0    Berserker Parchment
/item 15 24 0 0 0 0 0 0 0 0    Sleep Parchment
/item 15 26 0 0 0 0 0 0 0 0    Weakness Parchment
/item 15 27 0 0 0 0 0 0 0 0    Innovation Parchment
/item 15 28 0 0 0 0 0 0 0 0    Scroll of Wizardry Enhance
/item 15 29 0 0 0 0 0 0 0 0    Scroll of Gigantic Storm
/item 15 30 0 0 0 0 0 0 0 0    Chain Driver Parchment
/item 15 31 0 0 0 0 0 0 0 0    Dark Side Parchment
/item 15 32 0 0 0 0 0 0 0 0    Dragon Lore Parchment
/item 15 33 0 0 0 0 0 0 0 0    Dragon Slayer Parchment
/item 15 34 0 0 0 0 0 0 0 0    Red Armor Ignore Parchment
/item 15 35 0 0 0 0 0 0 0 0    Fitness Parchment
/item 15 36 0 0 0 0 0 0 0 0    Defense Rate Parchment
